"","country","Region","year","population","life","gdp"
"17554","Ghana","Sub-Saharan Africa","1818",2016034,28,706
"17555","Greece","Europe & Central Asia","1818",2230659,36.6,1415
"17556","Greenland","Europe & Central Asia","1818",9584,33.8670561458649,394
"17557","Grenada","America","1818",29409,31.4,961
"17558","Guatemala","America","1818",524190,25.80288,859
"17559","Guinea","Sub-Saharan Africa","1818",983959,29.6862068965517,451
"17560","Guinea-Bissau","Sub-Saharan Africa","1818",218167,32,779
"17561","Guyana","America","1818",166034,31.12,1217
"17562","Haiti","America","1818",723000,29,635
"17563","Honduras","America","1818",132182,33.9,676
"17564","Hong Kong, China","East Asia & Pacific","1818",20000,34.9,1009
"17565","Hungary","Europe & Central Asia","1818",3814221,36,1253
"17566","Iceland","Europe & Central Asia","1818",61428,43.4758069501456,929
"17567","India","South Asia","1818",171940819,25.4424,1050
"17568","Indonesia","East Asia & Pacific","1818",16537268,30,997
"17569","Iran","Middle East & North Africa","1818",6413820,25.6,980
"17570","Iraq","Middle East & North Africa","1818",1084941,31.2,972
"17571","Ireland","Europe & Central Asia","1818",4541676,38.3,1451
"17572","Israel","Middle East & North Africa","1818",209954,32,882
"17573","Italy","Europe & Central Asia","1818",19491674,29.69,2495
"17574","Jamaica","America","1818",401000,34.2,1173
"17575","Japan","East Asia & Pacific","1818",30645903,36.4071556923077,1076
"17576","Jordan","Middle East & North Africa","1818",217000,31.7,979
"17577","Kazakhstan","Europe & Central Asia","1818",2041282,26.2,1164
"17578","Kenya","Sub-Saharan Africa","1818",2574000,25.5,903
"17579","Kiribati","East Asia & Pacific","1818",17876,24.9,560
"17580","Kuwait","Middle East & North Africa","1818",81280,26,1174
"17581","Latvia","Europe & Central Asia","1818",590588,33,767
"17582","Lebanon","Middle East & North Africa","1818",332000,29.7,1098
"17583","Lesotho","Sub-Saharan Africa","1818",276361,32.8,397
"17584","Liberia","Sub-Saharan Africa","1818",313543,31.1,799
"17585","Libya","Middle East & North Africa","1818",534730,33.1,1053
"17586","Lithuania","Europe & Central Asia","1818",778655,28.9,1297
"17587","Luxembourg","Europe & Central Asia","1818",127030,36.9,1457
"17588","Macao, China","East Asia & Pacific","1818",21325,34.7,995
"17589","Macedonia, FYR","Europe & Central Asia","1818",391865,36.1,692
"17590","Madagascar","Sub-Saharan Africa","1818",1612106,30.5,574
"17591","Malawi","Sub-Saharan Africa","1818",737000,30.3,351
"17592","Malaysia","East Asia & Pacific","1818",287000,30.6,1000
"17593","Maldives","South Asia","1818",42378,32.647,845
"17594","Mali","Sub-Saharan Africa","1818",1403398,26.408,604
"17595","Malta","Europe & Central Asia","1818",134072,28.7,784
"17596","Mauritania","Sub-Saharan Africa","1818",382696,32,529
"17597","Mauritius","Sub-Saharan Africa","1818",78310,28.7,943
"17598","Mexico","America","1818",6382317,26.9,1383
"17599","Micronesia, Fed. Sts.","East Asia & Pacific","1818",16416,26.7,524
"17600","Moldova","Europe & Central Asia","1818",712558,33.145,623
"17601","Mongolia","East Asia & Pacific","1818",619000,31.8,594
"17602","Montenegro","Europe & Central Asia","1818",126582,35.4,1060
"17603","Morocco","Middle East & North Africa","1818",2595056,33.1,717
"17604","Mozambique","Sub-Saharan Africa","1818",2038660,30.27776,395
"17605","Myanmar","East Asia & Pacific","1818",3506000,30.8,842
"17606","Namibia","Sub-Saharan Africa","1818",229000,32.4,542
"17607","Nepal","South Asia","1818",3881000,32.8,656
"17608","Netherlands","Europe & Central Asia","1818",2293548,39.86,3831
"17609","New Zealand","East Asia & Pacific","1818",1e+05,34.05,660
"17610","Nicaragua","America","1818",219387,25.4,976
"17611","Niger","Sub-Saharan Africa","1818",1244861,30.8,447
"17612","Nigeria","Sub-Saharan Africa","1818",12100855,30.4,879
"17613","Norway","Europe & Central Asia","1818",918398,46.7505520594128,1315
"17614","Oman","Middle East & North Africa","1818",318000,32.3,918
"17615","Pakistan","South Asia","1818",13385672,25.8,1019
"17616","Panama","America","1818",78842,32.9,849
"17617","Papua New Guinea","East Asia & Pacific","1818",754894,31.5,548
"17618","Paraguay","America","1818",143000,35.5,837
"17619","Peru","America","1818",1315575,35.7,1207
"17620","Philippines","East Asia & Pacific","1818",1894389,30.9,965
"17621","Poland","Europe & Central Asia","1818",9960687,35.9,1299
"17622","Portugal","Europe & Central Asia","1818",3163489,35.6,1689
"17623","Puerto Rico","America","1818",198271,30.43,1379
"17624","Qatar","Middle East & North Africa","1818",14092,30.8,1174
"17625","Romania","Europe & Central Asia","1818",5915097,35.7,818
"17626","Russia","Europe & Central Asia","1818",31088398,29.5734571976521,1461
"17627","Rwanda","Sub-Saharan Africa","1818",928368,31.8,441
"17628","Samoa","East Asia & Pacific","1818",47220,25.4,1404
"17629","Sao Tome and Principe","Sub-Saharan Africa","1818",22731,31,879
"17630","Saudi Arabia","Middle East & North Africa","1818",2091000,32.1,856
"17631","Senegal","Sub-Saharan Africa","1818",1009886,25.2,498
"17632","Serbia","Europe & Central Asia","1818",2147197,35.5,1361
"17633","Seychelles","Sub-Saharan Africa","1818",12522,37,850
"17634","Sierra Leone","Sub-Saharan Africa","1818",794264,25.1,736
"17635","Singapore","East Asia & Pacific","1818",30000,29.1,1024
"17636","Slovak Republic","Europe & Central Asia","1818",2140651,36.4,1431
"17637","Slovenia","Europe & Central Asia","1818",469664,36.6,1412
"17638","Solomon Islands","East Asia & Pacific","1818",56998,25.1,364
"17639","Somalia","Sub-Saharan Africa","1818",995738,29.4,706
"17640","South Africa","Sub-Saharan Africa","1818",1494779,33.5,1484
"17641","Spain","Europe & Central Asia","1818",11873298,29.5,1522
"17642","Sri Lanka","South Asia","1818",1213000,32.6,900
"17643","Sudan","Sub-Saharan Africa","1818",4047408,31.4,520
"17644","Suriname","America","1818",80721,32.9,1641
"17645","Swaziland","Sub-Saharan Africa","1818",86000,32.3,491
"17646","Sweden","Europe & Central Asia","1818",2428185,40.02,1462
"17647","Switzerland","Europe & Central Asia","1818",1904962,38,2708
"17648","Syria","Middle East & North Africa","1818",1337000,31.1,1084
"17649","Tajikistan","Europe & Central Asia","1818",466629,24.235,560
"17650","Tanzania","Sub-Saharan Africa","1818",3019768,32.2,564
"17651","Thailand","East Asia & Pacific","1818",4665000,30.4,934
"17652","Timor-Leste","East Asia & Pacific","1818",137262,28.949,540
"17653","Togo","Sub-Saharan Africa","1818",445985,31.3,684
"17654","Tonga","East Asia & Pacific","1818",18621,28.2,664
"17655","Trinidad and Tobago","America","1818",60000,32.9,1233
"17656","Tunisia","Middle East & North Africa","1818",868499,5.5,718
"17657","Turkey","Europe & Central Asia","1818",9923007,35,1224
"17658","Turkmenistan","Europe & Central Asia","1818",367215,24,963
"17659","Uganda","Sub-Saharan Africa","1818",2101397,25.3,465
"17660","Ukraine","Europe & Central Asia","1818",11215490,36.6,779
"17661","United Arab Emirates","Middle East & North Africa","1818",40153,30.7,1067
"17662","United Kingdom","Europe & Central Asia","1818",14106058,39.8477654599259,3295
"17663","United States","America","1818",8294928,39.41,2259
"17664","Uruguay","America","1818",55000,32.9,1763
"17665","Uzbekistan","Europe & Central Asia","1818",1919159,26.926,504
"17666","Vanuatu","East Asia & Pacific","1818",27791,24.3,587
"17667","Venezuela","America","1818",718000,32.2,684
"17668","West Bank and Gaza","Middle East & North Africa","1818",165944,32.1,1224
"17669","Vietnam","East Asia & Pacific","1818",6551000,32,863
"17670","Zambia","Sub-Saharan Africa","1818",747000,32.6,693
"17671","Zimbabwe","Sub-Saharan Africa","1818",1085814,33.7,888
"17672","South Sudan","Sub-Saharan Africa","1818",1041076,26.665,509
"17673","Afghanistan","South Asia","1819",3280000,28.0163133333333,604
"17674","Albania","Europe & Central Asia","1819",423591,35.4,669
"17675","Algeria","Middle East & North Africa","1819",2595056,28.8224,734
"17676","Angola","Sub-Saharan Africa","1819",1567028,26.98,671
"17677","Antigua and Barbuda","America","1819",37000,33.536,759
"17678","Argentina","America","1819",534000,33.2,1512
"17679","Armenia","Europe & Central Asia","1819",413326,33.995,515
"17680","Aruba","America","1819",19286,34.419,835
"17681","Australia","East Asia & Pacific","1819",342440,34.05,851
"17682","Austria","Europe & Central Asia","1819",3286650,34.4,1995
"17683","Azerbaijan","Europe & Central Asia","1819",879960,29.165,778
"17684","Bahamas","America","1819",27350,35.179,1449
"17685","Bahrain","Middle East & North Africa","1819",64474,30.3,1340
"17686","Bangladesh","South Asia","1819",19611269,25.5,875
"17687","Barbados","America","1819",81729,32.124,916
"17688","Belarus","Europe & Central Asia","1819",2355081,36.2,614
"17689","Belgium","Europe & Central Asia","1819",3283959,40.1529268292683,2419
"17690","Belize","America","1819",25526,26.5,580
"17691","Benin","Sub-Saharan Africa","1819",636559,31,598
"17692","Bhutan","South Asia","1819",89989,28.799,631
"17693","Bolivia","America","1819",1100000,33,856
"17694","Bosnia and Herzegovina","Europe & Central Asia","1819",851806,35.1,670
"17695","Botswana","Sub-Saharan Africa","1819",121000,33.6,398
"17696","Brazil","America","1819",4058652,31.9963266666667,1112
"17697","Brunei","East Asia & Pacific","1819",2128,29.2,1516
"17698","Bulgaria","Europe & Central Asia","1819",2088223,36.6359999999999,1092
"17699","Burkina Faso","Sub-Saharan Africa","1819",1665421,29.2,481
"17700","Burundi","Sub-Saharan Africa","1819",899097,31.5,425
"17701","Cambodia","East Asia & Pacific","1819",2090000,35,906
"17702","Cameroon","Sub-Saharan Africa","1819",1860054,28.75,628
"17703","Canada","America","1819",727603,39.0284387096774,1482
"17704","Cape Verde","Sub-Saharan Africa","1819",55716,33.8,531
"17705","Chad","Sub-Saharan Africa","1819",1432000,30.9,419
"17706","Chile","America","1819",771447,32,1029
"17707","China","East Asia & Pacific","1819",350542958,32,985
"17708","Colombia","America","1819",1206000,32,965
"17709","Comoros","Sub-Saharan Africa","1819",56346,32.1,710
"17710","Congo, Dem. Rep.","Sub-Saharan Africa","1819",5163819,31.6,524
"17711","Congo, Rep.","Sub-Saharan Africa","1819",314465,32.7,606
"17712","Costa Rica","America","1819",57584,30.2147,777
"17713","Cote d'Ivoire","Sub-Saharan Africa","1819",1088530,31.156,876
"17714","Cuba","America","1819",470176,34.7,1077
"17715","Cyprus","Europe & Central Asia","1819",184590,38.5024,856
"17716","Denmark","Europe & Central Asia","1819",1108146,45.2596456208241,2085
"17717","Djibouti","Middle East & North Africa","1819",22848,29.9,799
"17718","Ecuador","America","1819",5e+05,32.9,531
"17719","Egypt","Middle East & North Africa","1819",4218711,33,793
"17720","El Salvador","America","1819",248000,28.7,977
"17721","Equatorial Guinea","Sub-Saharan Africa","1819",80377,29.8,365
"17722","Eritrea","Sub-Saharan Africa","1819",205010,30.2,534
"17723","Estonia","Europe & Central Asia","1819",334136,42.3154159900801,959
"17724","Ethiopia","Sub-Saharan Africa","1819",2948990,29.7,524
"17725","Fiji","East Asia & Pacific","1819",132682,26.1,787
"17726","Finland","Europe & Central Asia","1819",1070625,35.0308064401099,1288
"17727","France","Europe & Central Asia","1819",30293172,37.25,1872
"17728","Gabon","Sub-Saharan Africa","1819",158227,30.6,391
"17729","Gambia","Sub-Saharan Africa","1819",103274,28.8,822
"17730","Georgia","Europe & Central Asia","1819",1072178,31.871,544
"17731","Germany","Europe & Central Asia","1819",23882461,38.37,1874
"17732","Ghana","Sub-Saharan Africa","1819",2016034,28,707
"17733","Greece","Europe & Central Asia","1819",2230659,36.6,1417
"17734","Greenland","Europe & Central Asia","1819",9584,33.8670592650796,394
"17735","Grenada","America","1819",29409,31.4,961
"17736","Guatemala","America","1819",524190,25.80304,860
"17737","Guinea","Sub-Saharan Africa","1819",983959,29.6965517241379,451
"17738","Guinea-Bissau","Sub-Saharan Africa","1819",218167,32,779
"17739","Guyana","America","1819",166034,31.12,1217
"17740","Haiti","America","1819",723000,29,635
"17741","Honduras","America","1819",132182,33.9,676
"17742","Hong Kong, China","East Asia & Pacific","1819",20000,34.9,1010
"17743","Hungary","Europe & Central Asia","1819",3814221,36,1253
"17744","Iceland","Europe & Central Asia","1819",61428,36.821722300932,929
"17745","India","South Asia","1819",171940819,25.4424,1050
"17746","Indonesia","East Asia & Pacific","1819",16537268,30,997
"17747","Iran","Middle East & North Africa","1819",6413820,25.6,980
"17748","Iraq","Middle East & North Africa","1819",1084941,31.2,972
"17749","Ireland","Europe & Central Asia","1819",4541676,38.3,1451
"17750","Israel","Middle East & North Africa","1819",209954,32,882
"17751","Italy","Europe & Central Asia","1819",19491674,29.69,2474
"17752","Jamaica","America","1819",401000,34.2,1174
"17753","Japan","East Asia & Pacific","1819",30645903,36.4075532307693,1078
"17754","Jordan","Middle East & North Africa","1819",217000,31.7,979
"17755","Kazakhstan","Europe & Central Asia","1819",2041282,26.2,1166
"17756","Kenya","Sub-Saharan Africa","1819",2574000,25.5,906
"17757","Kiribati","East Asia & Pacific","1819",17876,24.9,560
"17758","Kuwait","Middle East & North Africa","1819",81280,26,1178
"17759","Latvia","Europe & Central Asia","1819",590588,33,768
"17760","Lebanon","Middle East & North Africa","1819",332000,29.7,1098
"17761","Lesotho","Sub-Saharan Africa","1819",276361,32.8,397
"17762","Liberia","Sub-Saharan Africa","1819",313543,31.1,799
"17763","Libya","Middle East & North Africa","1819",534730,33.1,1053
"17764","Lithuania","Europe & Central Asia","1819",778655,28.9,1299
"17765","Luxembourg","Europe & Central Asia","1819",127030,36.9,1457
"17766","Macao, China","East Asia & Pacific","1819",21325,34.7,995
"17767","Macedonia, FYR","Europe & Central Asia","1819",391865,36.1,692
"17768","Madagascar","Sub-Saharan Africa","1819",1612106,30.5,574
"17769","Malawi","Sub-Saharan Africa","1819",737000,30.3,351
"17770","Malaysia","East Asia & Pacific","1819",287000,30.6,1000
"17771","Maldives","South Asia","1819",42378,32.647,845
"17772","Mali","Sub-Saharan Africa","1819",1403398,26.408,604
"17773","Malta","Europe & Central Asia","1819",134072,28.7,784
"17774","Mauritania","Sub-Saharan Africa","1819",382696,32,529
"17775","Mauritius","Sub-Saharan Africa","1819",78310,28.7,943
"17776","Mexico","America","1819",6382317,26.9,1383
"17777","Micronesia, Fed. Sts.","East Asia & Pacific","1819",16416,26.7,524
"17778","Moldova","Europe & Central Asia","1819",712558,33.145,623
"17779","Mongolia","East Asia & Pacific","1819",619000,31.8,594
"17780","Montenegro","Europe & Central Asia","1819",126582,35.4,1060
"17781","Morocco","Middle East & North Africa","1819",2595056,33.1,717
"17782","Mozambique","Sub-Saharan Africa","1819",2038660,30.2777466666667,395
"17783","Myanmar","East Asia & Pacific","1819",3506000,30.8,842
"17784","Namibia","Sub-Saharan Africa","1819",229000,32.4,542
"17785","Nepal","South Asia","1819",3881000,32.8,656
"17786","Netherlands","Europe & Central Asia","1819",2293548,39.86,3645
"17787","New Zealand","East Asia & Pacific","1819",1e+05,34.05,660
"17788","Nicaragua","America","1819",219387,25.4,976
"17789","Niger","Sub-Saharan Africa","1819",1244861,30.8,447
"17790","Nigeria","Sub-Saharan Africa","1819",12100855,30.4,881
"17791","Norway","Europe & Central Asia","1819",918398,45.7820553798588,1318
"17792","Oman","Middle East & North Africa","1819",318000,32.3,918
"17793","Pakistan","South Asia","1819",13385672,25.8,1019
"17794","Panama","America","1819",78842,32.9,850
"17795","Papua New Guinea","East Asia & Pacific","1819",754894,31.5,548
"17796","Paraguay","America","1819",143000,35.5,837
"17797","Peru","America","1819",1315575,35.7,1207
"17798","Philippines","East Asia & Pacific","1819",1894389,30.9,965
"17799","Poland","Europe & Central Asia","1819",9960687,35.9,1304
"17800","Portugal","Europe & Central Asia","1819",3163489,35.6,1689
"17801","Puerto Rico","America","1819",198271,30.43,1379
"17802","Qatar","Middle East & North Africa","1819",14092,30.8,1178
"17803","Romania","Europe & Central Asia","1819",5915097,35.7,818
"17804","Russia","Europe & Central Asia","1819",31088398,29.5734571976521,1463
"17805","Rwanda","Sub-Saharan Africa","1819",928368,31.8,442
"17806","Samoa","East Asia & Pacific","1819",47220,25.4,1404
"17807","Sao Tome and Principe","Sub-Saharan Africa","1819",22731,31,881
"17808","Saudi Arabia","Middle East & North Africa","1819",2091000,32.1,857
"17809","Senegal","Sub-Saharan Africa","1819",1009886,25.2,499
